Sample,X,Y,Z
0,0.180,-0.008,-0.965
1,-0.043,0.000,-1.012
2,-0.031,-0.008,-1.000
3,-0.023,0.008,-1.000
4,-0.031,0.000,-1.000
5,-0.035,-0.004,-1.012
6,-0.051,-0.012,-1.023
7,-0.031,-0.016,-1.023
8,-0.004,0.039,-0.992
9,-0.047,0.000,-0.992
10,-0.074,-0.016,-1.008
11,-0.020,0.000,-1.031
12,-0.031,-0.004,-1.023
13,-0.035,0.004,-0.992
14,-0.012,0.031,-0.996
15,-0.047,-0.016,-1.004
16,-0.066,-0.020,-1.031
17,-0.020,-0.004,-1.027
18,-0.012,0.023,-1.008
19,-0.043,0.000,-0.980
20,-0.020,0.016,-0.973
21,-0.035,-0.008,-1.016
22,-0.070,-0.039,-1.020
23,-0.020,0.016,-1.016
24,-0.004,0.035,-0.992
25,-0.043,-0.004,-0.992
26,-0.039,0.000,-1.008
27,-0.027,-0.004,-1.023
28,-0.047,-0.012,-1.020
29,-0.043,-0.004,-1.004
30,-0.008,0.020,-1.000
31,-0.039,-0.004,-1.008
32,-0.070,-0.008,-1.016
33,-0.027,0.004,-1.016
34,-0.016,0.023,-1.004
35,-0.043,-0.008,-1.000
36,-0.043,0.012,-1.004
37,-0.043,0.000,-1.016
38,-0.051,-0.008,-1.012
39,-0.016,0.016,-1.008
40,-0.023,-0.098,-0.980
41,-0.027,-0.012,-1.004
42,-0.031,0.000,-1.027
43,-0.027,-0.004,-1.012
44,-0.031,0.000,-1.000
45,-0.043,0.004,-1.008
46,-0.027,0.016,-1.020
47,-0.023,0.008,-1.016
48,-0.059,0.008,-1.008
49,-0.023,0.000,-1.004
50,-0.020,0.027,-1.012
51,-0.035,-0.008,-1.012
52,-0.043,0.004,-1.020
53,-0.047,0.008,-1.008
54,-0.047,0.004,-1.008
55,-0.020,0.008,-1.004
56,-0.020,0.016,-1.004
57,-0.047,-0.004,-1.000
58,-0.043,0.000,-1.016
59,-0.027,0.016,-1.020
60,-0.043,-0.059,-1.023
61,-0.023,0.004,-1.008
62,-0.035,0.016,-0.996
63,-0.039,-0.004,-1.016
64,-0.031,0.004,-1.023
65,-0.020,0.016,-1.008
66,-0.047,0.016,-1.004
67,-0.023,0.008,-1.000
68,-0.023,0.000,-1.004
69,-0.027,-0.008,-1.020
70,-0.027,0.008,-1.023
71,-0.027,0.020,-1.000
72,-0.035,0.008,-0.996
73,-0.027,0.000,-1.000
74,-0.035,0.004,-1.023
75,-0.035,-0.016,-1.027
76,-0.031,0.004,-1.020
77,-0.016,0.023,-0.992
78,-0.035,0.020,-0.996
79,-0.047,-0.012,-1.020
80,-0.043,-0.012,-1.039
81,-0.027,0.008,-1.016
82,-0.023,0.016,-1.000
83,-0.031,0.012,-0.980
84,-0.035,0.004,-0.996
85,-0.047,-0.016,-1.027
86,-0.031,-0.016,-1.043
87,-0.027,0.016,-1.000
88,-0.039,0.020,-0.984
89,-0.043,0.008,-0.996
90,-0.023,-0.012,-1.020
91,-0.043,-0.008,-1.035
92,-0.039,-0.023,-1.020
93,-0.008,0.027,-0.992
94,-0.027,0.004,-0.988
95,-0.047,-0.008,-1.012
96,-0.031,-0.016,-1.020
97,-0.039,-0.012,-1.016
98,-0.043,0.000,-1.016
99,-0.027,0.031,-1.000
100,-0.039,-0.016,-1.012
101,-0.062,0.062,-1.043
102,-0.195,-0.059,-1.020
103,-0.188,0.031,-1.020
104,-0.113,0.070,-0.973
105,-0.262,0.039,-0.961
106,-0.328,-0.039,-0.988
107,-0.277,-0.027,-1.055
108,-0.160,0.031,-1.051
109,-0.109,0.086,-0.977
110,-0.203,0.105,-0.938
111,-0.273,-0.020,-0.988
