Sample,X,Y,Z
302,-0.051,0.023,-1.285
303,0.043,-0.074,-1.113
304,-0.102,0.043,-0.980
305,0.031,-0.195,-0.840
306,0.254,0.230,-0.930
307,-0.160,-0.246,-0.996
308,-0.320,-0.176,-1.090
309,0.172,0.117,-1.062
310,0.113,0.059,-0.992
311,-0.074,-0.020,-0.957
312,0.160,-0.062,-0.891
313,-0.105,0.035,-1.051
314,-0.199,-0.250,-1.172
315,-0.168,0.000,-1.121
316,-0.285,-0.211,-1.051
317,0.297,0.051,-0.930
318,0.492,0.332,-0.934
319,-0.152,-0.098,-1.023
320,-0.543,-0.254,-1.129
321,-0.086,0.121,-1.055
322,-0.082,-0.066,-0.941
323,0.078,-0.086,-0.879
324,0.328,0.363,-1.094
325,-0.031,-0.184,-1.051
326,-0.219,0.094,-1.129
327,-0.090,-0.238,-0.953
328,0.055,0.031,-1.016
329,0.387,-0.082,-0.988
330,-0.047,0.398,-1.113
331,-0.512,-0.234,-1.027
332,-0.168,0.133,-0.910
333,0.105,0.160,-1.016
334,-0.016,-0.145,-0.926
335,-0.062,-0.031,-0.910
336,0.242,0.215,-0.961
337,-0.031,0.156,-0.973
338,-0.363,-0.293,-1.047
339,0.055,0.059,-1.152
340,0.277,0.070,-1.031
341,-0.172,-0.070,-0.820
342,-0.414,-0.031,-0.863
343,-0.191,0.051,-0.879
344,-0.094,0.137,-1.070
345,0.016,-0.109,-0.957
346,0.035,0.238,-0.988
347,-0.016,-0.293,-0.914
348,-0.035,-0.062,-1.078
349,-0.188,-0.242,-1.145
350,-0.277,-0.141,-1.246
351,-0.074,-0.172,-1.129
352,0.117,0.242,-0.961
353,0.027,0.031,-0.926
354,-0.074,-0.012,-0.895
355,-0.242,-0.027,-1.082
356,-0.066,-0.184,-1.051
357,0.242,0.156,-1.051
358,0.312,0.031,-0.965
359,-0.133,-0.016,-1.039
360,-0.047,0.133,-1.199
361,-0.023,0.004,-1.012
362,-0.223,-0.062,-0.938
363,0.117,0.098,-0.887
364,-0.043,0.242,-0.973
365,-0.359,0.047,-1.008
