Sample,X,Y,Z
513,1.012,0.035,-0.031
514,1.004,0.035,-0.023
515,1.012,0.051,-0.016
516,1.016,0.043,-0.023
517,1.000,0.023,-0.016
518,1.008,0.027,-0.027
519,1.004,0.043,-0.031
520,1.008,0.039,-0.020
521,1.000,0.043,-0.016
522,1.000,0.016,-0.008
523,1.004,0.023,-0.023
524,1.012,0.047,-0.023
525,1.016,0.062,-0.043
526,1.016,0.027,-0.016
527,1.004,0.000,-0.012
528,1.004,0.031,-0.027
529,1.000,0.039,-0.039
530,1.012,0.027,-0.020
531,1.012,0.027,0.000
532,1.008,0.027,-0.020
533,1.004,0.039,-0.023
534,1.008,0.039,-0.020
535,1.004,0.047,-0.027
536,1.012,0.031,-0.020
537,1.020,0.020,-0.020
538,1.012,0.039,-0.016
539,1.012,0.039,-0.016
540,1.000,0.035,-0.035
541,1.004,0.027,-0.016
542,1.012,0.027,-0.023
543,0.973,0.031,0.004
544,1.012,0.031,-0.031
545,1.012,0.023,-0.016
546,1.016,0.043,-0.031
547,1.000,0.035,-0.023
548,1.004,0.039,-0.031
549,1.004,0.027,-0.016
550,1.004,0.023,-0.027
551,1.008,0.027,-0.012
552,1.008,0.047,-0.020
553,1.008,0.031,-0.016
554,1.016,0.012,-0.020
555,1.004,0.035,-0.027
556,1.004,0.035,-0.027
557,1.008,0.020,-0.004
558,1.012,0.031,-0.023
559,1.012,0.031,-0.023
560,0.988,0.035,-0.008
561,1.012,0.035,-0.016
562,1.012,0.016,-0.051
563,1.008,0.027,-0.027
564,1.008,0.039,-0.020
565,1.004,0.020,-0.031
566,1.000,0.012,0.000
567,1.016,0.031,-0.023
568,1.012,0.023,-0.027
569,1.008,0.020,-0.012
570,1.008,0.027,-0.012
571,1.016,0.023,-0.027
572,1.016,0.039,-0.012
573,1.008,0.039,-0.012
574,1.016,0.016,-0.027
575,1.004,0.012,-0.004
576,1.012,0.039,-0.020
577,1.016,0.039,-0.035
578,1.016,0.016,-0.016
579,1.016,0.020,-0.004
580,1.012,0.031,-0.043
581,1.012,0.027,-0.023
582,1.000,0.020,-0.035
583,0.992,0.035,-0.023
584,1.008,0.023,-0.023
585,1.004,0.027,-0.020
586,1.008,0.035,-0.023
587,1.008,0.020,-0.027
588,1.016,0.035,-0.016
589,1.008,0.031,-0.031
590,1.008,0.027,-0.027
591,1.004,0.027,-0.016
592,1.000,0.027,-0.023
593,1.008,0.035,-0.027
594,1.008,0.016,-0.020
595,1.016,0.016,-0.016
596,1.016,0.031,-0.020
597,1.004,0.027,-0.020
598,0.988,0.031,-0.020
599,1.016,0.031,-0.023
600,1.004,0.016,-0.016
601,1.016,0.023,-0.027
602,1.027,0.020,-0.035
603,0.992,0.020,-0.020
604,1.012,0.027,-0.023
605,1.004,0.020,-0.023
606,1.004,0.016,-0.008
607,1.020,0.031,-0.031
608,1.012,0.000,-0.008
609,1.020,0.023,-0.023
610,1.012,0.031,-0.031
611,1.008,0.012,-0.027
612,1.004,0.012,-0.020
613,1.016,0.035,-0.027
614,1.000,0.012,-0.016
615,1.004,0.016,-0.008
616,1.016,0.031,-0.035
617,1.012,0.016,-0.035
618,1.012,0.000,-0.023
619,1.008,0.020,-0.020
620,1.012,0.035,-0.031
621,1.008,0.023,-0.012
622,1.000,0.035,-0.051
623,0.992,0.023,-0.047
624,1.008,0.020,-0.027
625,1.000,0.027,-0.008
626,1.008,0.035,-0.031
627,1.004,0.016,-0.016
628,1.008,0.016,-0.027
629,1.004,0.027,-0.027
630,0.996,0.027,-0.023
631,1.012,0.023,-0.020
632,1.012,0.043,-0.027
633,1.008,0.020,-0.023
634,1.008,0.016,-0.016
635,1.008,0.035,-0.039
636,1.004,0.020,-0.020
637,1.008,0.023,-0.027
638,0.996,0.020,-0.008
639,1.012,0.023,-0.039
640,1.008,0.023,-0.016
641,1.004,0.023,-0.016
642,1.008,0.035,-0.012
643,1.012,0.031,-0.047
644,1.004,0.031,-0.027
645,1.004,0.016,-0.027
646,1.016,0.016,-0.016
647,1.012,0.031,-0.012
648,1.008,0.023,-0.020
649,1.012,0.020,-0.020
650,1.008,0.023,-0.020
651,1.008,0.020,-0.027
652,1.008,0.023,-0.020
653,1.012,0.023,-0.012
654,1.008,0.035,-0.016
655,1.008,0.039,-0.035
656,1.000,0.020,-0.020
657,1.008,0.012,-0.012
658,1.020,0.023,-0.031
659,1.012,0.027,-0.008
660,1.004,0.035,-0.027
661,1.012,0.020,-0.031
662,1.000,-0.004,-0.027
663,1.012,0.027,-0.039
664,1.000,0.043,-0.027
665,1.012,0.027,-0.016
666,1.008,0.023,-0.023
667,1.004,0.020,-0.039
